"","intercept","slope","seint","seslope","scrubbedn","simulation","mean_p.vars","mean_p.n","mean_p.mean","mean_p.sd","mean_p.median","mean_p.trimmed","mean_p.mad","mean_p.min","mean_p.max","mean_p.range","mean_p.skew","mean_p.kurtosis","mean_p.se"
"X1110",0.0370860914402666,-2.37344979778556,0.0412258425805217,0.0653282455442136,100,"Simulation 3",1,100,0.488522,0.207361263138767,0.5073,0.4862225,0.21075159,0.0783,0.9848,0.9065,0.0715614654154704,-0.538319167905034,0.0207361263138767
"X1111",0.0327788507921259,-2.72989386989033,0.0378853094870027,0.0725671358492101,100,"Simulation 3",1,100,0.524635,0.180263583875716,0.51575,0.5292675,0.16938705,0.096,0.9581,0.8621,-0.188526911756426,-0.263603533623288,0.0180263583875716
"X1112",-0.0214182126252355,-2.63767209900842,0.048702445672285,0.0879082178509691,100,"Simulation 3",1,100,0.490583,0.184681479580385,0.4878,0.49151125,0.19414647,0.0179,0.9128,0.8949,-0.0578344258037812,-0.239336893633895,0.0184681479580385
"X1113",0.0506059228092858,-2.28210274561788,0.0361148178798843,0.0536342709607643,100,"Simulation 3",1,100,0.517302,0.218557659904727,0.53535,0.52009125,0.24351705,0.0106,0.9594,0.9488,-0.0982376192916181,-0.679698048465544,0.0218557659904727
"X1114",-0.0186979856214099,-2.68123449639728,0.0355041903833908,0.0696286497385466,100,"Simulation 3",1,100,0.495798,0.179001440082238,0.4771,0.4873525,0.17946873,0.1498,0.938,0.7882,0.416709520576292,-0.330224974776715,0.0179001440082238
"X1115",0.0933182862639924,-2.57990057987118,0.0298390806950543,0.0491827774438703,100,"Simulation 3",1,100,0.540353,0.203702944472751,0.5456,0.541235,0.22565172,0.0627,0.9542,0.8915,-0.008182919663565,-0.749983585014291,0.0203702944472751
"X1116",0.108599643534227,-2.60400177138509,0.0306853748151369,0.05709568623151,100,"Simulation 3",1,100,0.530882,0.184898444077343,0.5346,0.53376375,0.19659276,0.0952,0.9531,0.8579,-0.135591712193852,-0.515892276888916,0.0184898444077343
"X1117",-0.0247890567802679,-2.51832208469855,0.0480606030533773,0.082002416743528,100,"Simulation 3",1,100,0.501666,0.19187607175761,0.48245,0.5026225,0.19525842,0.0531,0.9915,0.9384,-0.0136374039369231,-0.223647043828438,0.0191876071757609
"X1118",0.0250543932592057,-2.56571776881037,0.0313883369848372,0.0561653431107296,100,"Simulation 3",1,100,0.50665,0.193706624209463,0.52595,0.5033675,0.20645205,0.1241,0.971,0.8469,0.0986021382819375,-0.63475585404744,0.0193706624209463
"X1119",0.046296209471518,-2.2295575028745,0.0549963550168998,0.0760542744374005,100,"Simulation 3",1,100,0.501241,0.221113377423795,0.51,0.50600875,0.2038575,0.0346,0.9972,0.9626,-0.18803684625739,-0.436193631351426,0.0221113377423795
"X1120",-0.157151950962309,-2.99927443833428,0.0333184704231116,0.0706155485458163,100,"Simulation 3",1,100,0.466221,0.167442103544461,0.44565,0.46359875,0.17561397,0.0983,0.8918,0.7935,0.155909785030163,-0.464403521765367,0.0167442103544461
"X1121",0.026218360603747,-2.47722579416186,0.0385037887137056,0.0623496739547386,100,"Simulation 3",1,100,0.516095,0.208710528537068,0.53605,0.521985,0.22335369,0.0564,0.9493,0.8929,-0.243050654170944,-0.582548218685286,0.0208710528537068
"X1122",-0.0506310092336444,-2.50753677270754,0.0548280841367932,0.0982803074994644,100,"Simulation 3",1,100,0.507101,0.180732469004673,0.52905,0.51618,0.17086965,0.0184,0.9821,0.9637,-0.395954569163582,0.183660865136138,0.0180732469004673
"X1123",0.0225358824556734,-2.44310354290494,0.042614689422444,0.0716382188196952,100,"Simulation 3",1,100,0.494595,0.196527142276875,0.4897,0.4959475,0.19281213,0.0216,0.9748,0.9532,-0.0364767659014091,-0.359722931839925,0.0196527142276875
"X1124",-0.0279055077495672,-2.43986428810423,0.0399575754610763,0.0670053479544483,100,"Simulation 3",1,100,0.488173,0.196952531765111,0.48165,0.47842125,0.1756881,0.0783,0.9728,0.8945,0.390986596500728,-0.155453746566348,0.0196952531765111
"X1125",0.0211090633285342,-2.20542762597204,0.0603223530033604,0.0931460654152103,100,"Simulation 3",1,100,0.492619,0.190162268663456,0.4864,0.47874625,0.18799368,0.1713,0.9994,0.8281,0.568803422623875,-0.123763024287562,0.0190162268663456
"X1126",-0.0912168832055656,-2.55318958918032,0.0467097695923397,0.080563786038626,100,"Simulation 3",1,100,0.475911,0.191500319853624,0.47415,0.4755275,0.19229322,0.0177,0.969,0.9513,0.0193467699907454,-0.314827957943362,0.0191500319853624
"X1127",-0.00442208725547175,-2.75886127392148,0.0423883036651026,0.0783268986421574,100,"Simulation 3",1,100,0.497956,0.186841324847334,0.52035,0.50271125,0.18006177,0.0566,0.9695,0.9129,-0.205733677063791,-0.48334113064932,0.0186841324847334
"X1128",-0.00477806607475538,-2.38642097344378,0.0528659673998296,0.0956792457668947,100,"Simulation 3",1,100,0.511026,0.172308977600171,0.494,0.51058875,0.18791955,0.0192,0.9965,0.9773,0.0849311484681937,0.0463301319861125,0.0172308977600171
"X1129",0.145708186635999,-2.77164186174549,0.0328901328149096,0.0542744114750157,100,"Simulation 3",1,100,0.543787,0.20442626422762,0.56835,0.5453575,0.21779394,0.1198,0.9443,0.8245,-0.0567915876066738,-0.772686795879404,0.020442626422762
"X1130",0.058071940698084,-2.43564236935657,0.0428627565044608,0.0665802430314622,100,"Simulation 3",1,100,0.525544,0.210032429588356,0.50215,0.52444875,0.22320543,0.0477,0.9831,0.9354,0.0629786482111347,-0.693809902959748,0.0210032429588356
"X1131",0.142113363844414,-2.09353897638062,0.0460497048374667,0.064221862168453,100,"Simulation 3",1,100,0.500269,0.217175344925326,0.48205,0.496825,0.22668954,0.0978,0.9988,0.901,0.152759399426207,-0.622653613044363,0.0217175344925326
"X1132",-0.0630629513705655,-2.40114443419848,0.0444916228650429,0.0656887238930136,100,"Simulation 3",1,100,0.456966,0.21744560644358,0.4509,0.45041375,0.22305717,0.0272,0.9625,0.9353,0.209247723719789,-0.527953383811718,0.021744560644358
"X1133",-0.0986251294750013,-1.96463324506902,0.050716254850918,0.0691588357669265,100,"Simulation 3",1,100,0.509615,0.210858759456168,0.5232,0.51735625,0.19207083,2e-04,0.9578,0.9576,-0.313920083413209,-0.0821421029285498,0.0210858759456168
"X1134",-0.0189182310622466,-2.67111777271784,0.0431454746884256,0.0859725614856651,100,"Simulation 3",1,100,0.488873,0.169208604656793,0.50565,0.4913475,0.15285606,0.0117,0.8903,0.8786,-0.169211718505926,-0.072644138285459,0.0169208604656793
"X1135",-0.0174954100670791,-2.32025996508043,0.0601003672765614,0.0950670389700391,100,"Simulation 3",1,100,0.503824,0.196634168922593,0.5118,0.509835,0.18058068,0.013,0.945,0.932,-0.26008290737839,0.0993862951893369,0.0196634168922593
"X1136",-0.0349099059043132,-2.76765313343423,0.0385128808721011,0.0699516436965363,100,"Simulation 3",1,100,0.485041,0.189718953273818,0.46205,0.48690125,0.20415402,0.0321,0.9142,0.8821,-0.0812650711861293,-0.545254479313113,0.0189718953273818
"X1137",0.0208445444646736,-2.58364090560514,0.0428850749882976,0.0695008630760076,100,"Simulation 3",1,100,0.508834,0.206095650648338,0.5208,0.5119125,0.21697851,0.0221,0.9628,0.9407,-0.142826610624637,-0.60657225983366,0.0206095650648338
"X1138",0.0377286157707449,-2.75306291943925,0.0353952130238229,0.063725831576023,100,"Simulation 3",1,100,0.510042,0.192230144148081,0.48015,0.5023075,0.19407234,0.1198,0.9505,0.8307,0.330708109668801,-0.578771768042748,0.0192230144148081
"X1139",0.0230087896256475,-2.12150207185452,0.0473725067768299,0.0637506110058919,100,"Simulation 3",1,100,0.5093,0.22404119119826,0.52915,0.5130525,0.24492552,0.0034,0.993,0.9896,-0.138050201010241,-0.636691256583907,0.022404119119826
"X1140",0.0117062205385203,-2.42405829601927,0.0472097283039776,0.0877358832279806,100,"Simulation 3",1,100,0.514714,0.176258766395641,0.5061,0.51234875,0.16271535,0.0107,0.9385,0.9278,0.0209176869807839,0.160956055376873,0.0176258766395641
"X1141",-0.0032137985787818,-2.27843339119501,0.0409654310724949,0.0619238886289915,100,"Simulation 3",1,100,0.490816,0.213991060287172,0.50995,0.4892325,0.23469558,0.0894,0.9966,0.9072,0.0477075533618373,-0.73841457098705,0.0213991060287172
"X1142",-0.0594749951019932,-2.72778901417382,0.0269160930996957,0.0499207436732813,100,"Simulation 3",1,100,0.469217,0.187897580663488,0.45625,0.46944,0.21001029,0.0738,0.914,0.8402,0.0226213645980381,-0.696471410256938,0.0187897580663488
"X1143",0.0226278611135616,-2.9255952582188,0.0367994831195012,0.0778645859235193,100,"Simulation 3",1,100,0.507248,0.168438093702408,0.4967,0.50851875,0.1549317,0.0645,0.8652,0.8007,-0.0912325215923028,-0.200271996503874,0.0168438093702407
"X1144",0.0355458634427827,-2.25985983204204,0.0524094018887608,0.0811249927190497,100,"Simulation 3",1,100,0.483157,0.199501265662677,0.4838,0.47561625,0.20496945,0.0572,0.9977,0.9405,0.299230354224469,-0.189180636462272,0.0199501265662677
"X1145",0.0572358185465426,-2.29951070062951,0.0497350933209105,0.0708654866180564,100,"Simulation 3",1,100,0.489384,0.216871932008108,0.48535,0.4895025,0.22587411,0.0072,0.9618,0.9546,-0.00600248228910969,-0.59661961009343,0.0216871932008108
"X1146",-0.0609165626403434,-2.65412256000715,0.0400518176852843,0.0753225716445504,100,"Simulation 3",1,100,0.48471,0.184721321908644,0.45235,0.47273625,0.17146269,0.1311,0.9663,0.8352,0.547222786286144,-0.306839509949951,0.0184721321908644
"X1147",-0.0549983736621821,-3.02308788547515,0.0271248996083904,0.0576986546643753,100,"Simulation 3",1,100,0.48445,0.170730445883314,0.48645,0.481555,0.17502093,0.1484,0.9104,0.762,0.132936922053181,-0.59722435489654,0.0170730445883314
"X1148",0.00183092824439842,-2.57707274190062,0.0458631049051341,0.0812455802190085,100,"Simulation 3",1,100,0.4975,0.189055947574075,0.49225,0.49685875,0.17687418,0.0399,0.9754,0.9355,0.0792252883863782,-0.205295683336533,0.0189055947574075
"X1149",0.0499300259423556,-2.24284647084171,0.0439236652001694,0.0672703880765591,100,"Simulation 3",1,100,0.505145,0.206548231154201,0.4883,0.49657375,0.20319033,0.0878,0.9906,0.9028,0.351267139099252,-0.414333465383736,0.0206548231154201
"X1150",0.0188357426091273,-2.58934389603482,0.0355944856965365,0.0589869098024046,100,"Simulation 3",1,100,0.500654,0.204887958256174,0.5435,0.5052775,0.22024023,0.029,0.8824,0.8534,-0.235878512652614,-0.588829710552158,0.0204887958256174
"X1151",-0.0135156575445231,-2.71495876181226,0.0314199482327019,0.0561343656477679,100,"Simulation 3",1,100,0.504219,0.197037410535424,0.53005,0.5160125,0.20400576,0.08,0.8449,0.7649,-0.429733558446034,-0.679539042036164,0.0197037410535424
"X1152",-0.0276662490994558,-2.23203514102361,0.0503748068287125,0.0768254185150841,100,"Simulation 3",1,100,0.49826,0.198356493682104,0.5055,0.50326375,0.17969112,4e-04,0.8836,0.8832,-0.245284721966317,-0.286351575421631,0.0198356493682104
"X1153",-0.0492302340790361,-2.55259406185889,0.0423915287059876,0.0700067497712282,100,"Simulation 3",1,100,0.505296,0.201059018884375,0.51405,0.5078075,0.20489532,0.0303,0.9627,0.9324,-0.0890967470738937,-0.466379552852515,0.0201059018884375
"X1154",0.0138363968525,-2.59019042460638,0.0345376522428375,0.0605600144877356,100,"Simulation 3",1,100,0.520354,0.194919144293528,0.52495,0.51624875,0.2275791,0.0557,0.9593,0.9036,0.089491978811357,-0.608554648732933,0.0194919144293528
"X1155",0.00744017808202929,-2.4330733848315,0.0400603128711786,0.0654880227979953,100,"Simulation 3",1,100,0.504147,0.204103354415939,0.501,0.499585,0.20808291,0.0734,0.9695,0.8961,0.155773324405247,-0.510383953719895,0.0204103354415939
"X1156",0.0606109269119644,-2.26362709483685,0.0454763298503038,0.0741510469695862,100,"Simulation 3",1,100,0.512511,0.194321068740797,0.50835,0.51329,0.17435376,0.0558,0.9983,0.9425,-0.024271246751312,-0.313702777152483,0.0194321068740797
"X1157",0.0390371620466285,-2.1619685446815,0.0480324237925106,0.0688776641741065,100,"Simulation 3",1,100,0.49787,0.213960155594022,0.47985,0.49554,0.23254581,0.0304,0.9892,0.9588,0.0971433244689261,-0.358949786841351,0.0213960155594022
"X1158",-0.0181120001162788,-2.75079544113468,0.0419571399277495,0.0758726935458088,100,"Simulation 3",1,100,0.504469,0.190162471042341,0.48045,0.4986725,0.22009197,0.103,0.9748,0.8718,0.278707415024826,-0.637127691927965,0.0190162471042341
"X1159",-0.108218497045468,-2.47743897322141,0.038319129056183,0.0630294936634748,100,"Simulation 3",1,100,0.461388,0.20005289668162,0.4689,0.46562375,0.19021758,0.0457,0.9218,0.8761,-0.158553577350317,-0.519772113562134,0.020005289668162
"X1160",0.00366873046340007,-2.67307861541753,0.0380149495060159,0.0741773415239048,100,"Simulation 3",1,100,0.50617,0.178490311821514,0.4998,0.504975,0.18614043,0.0546,0.9342,0.8796,0.0825154101130644,-0.294646079876788,0.0178490311821514
"X1161",-0.103830103537602,-2.69504685336579,0.0343494190150362,0.062503874125689,100,"Simulation 3",1,100,0.47474,0.188757984111021,0.47125,0.4740025,0.18673347,0.0326,0.9186,0.886,0.0337610083590036,-0.488811536929282,0.0188757984111021
"X1162",-0.0460049266580204,-2.64801426835301,0.0233636889121396,0.043319513888499,100,"Simulation 3",1,100,0.471541,0.189521163816455,0.4983,0.46898625,0.20748987,0.1024,0.9107,0.8083,0.0674345390008395,-0.698476643241666,0.0189521163816455
"X1163",-0.0508648310124096,-2.57651916867373,0.0480981802921797,0.0820215350982239,100,"Simulation 3",1,100,0.490609,0.193046575264137,0.5027,0.4936175,0.19229322,0.0142,0.9457,0.9315,-0.0889979812054783,-0.271225985594986,0.0193046575264137
"X1164",0.101694854854901,-2.48529901616478,0.0475467168057716,0.0770348129079389,100,"Simulation 3",1,100,0.550503,0.197288802538489,0.54405,0.54981,0.1994097,0.0435,0.9562,0.9127,-0.0297544903590746,-0.270171347859177,0.0197288802538489
"X1165",0.0248754155264417,-2.62664011208866,0.0369115001046835,0.0602997442102905,100,"Simulation 3",1,100,0.491352,0.210705897037707,0.5095,0.4919,0.24440661,0.066,0.956,0.89,0.0192009562244409,-0.846033746960318,0.0210705897037707
"X1166",-0.0574534063162713,-2.17955504860455,0.0579645581680313,0.0818834424958911,100,"Simulation 3",1,100,0.492379,0.210728031576056,0.4731,0.48600625,0.20467293,0.0016,0.989,0.9874,0.260704188392843,-0.224937796229428,0.0210728031576056
"X1167",-0.00297161799980254,-2.38145372343644,0.0254764879767496,0.0392672760006862,100,"Simulation 3",1,100,0.514811,0.219206075680287,0.52375,0.51469875,0.24803898,0.0746,0.9429,0.8683,0.017310399228424,-0.81208288489443,0.0219206075680287
"X1168",-0.0395199456191873,-2.4990028296745,0.0426746241022787,0.0703614405962022,100,"Simulation 3",1,100,0.492061,0.201211204627567,0.48565,0.49227625,0.19192257,0.0465,0.9589,0.9124,0.029215332317985,-0.33598858446535,0.0201211204627567
"X1169",0.0210258603706613,-2.35271149063288,0.0478722934555768,0.0809496523674048,100,"Simulation 3",1,100,0.505405,0.184851903799728,0.506,0.50306125,0.17331594,0.0175,0.9982,0.9807,0.0852031044677181,-0.230903992025799,0.0184851903799728
"X1170",-0.0331455738933329,-2.64839540868357,0.0475101873257332,0.0832377905439024,100,"Simulation 3",1,100,0.516173,0.191358717487827,0.528,0.51661,0.21082572,0.0406,0.9736,0.933,-0.0564272535325463,-0.378152861375169,0.0191358717487827
"X1171",0.049610108563044,-2.54295173304995,0.0377655782053535,0.0622086855219939,100,"Simulation 3",1,100,0.522234,0.204711175803838,0.52245,0.53204875,0.23862447,0.0425,0.9832,0.9407,-0.241110230022987,-0.702715974274633,0.0204711175803838
"X1172",0.0882343578695685,-2.62174255741606,0.0367705141276009,0.0700535696024213,100,"Simulation 3",1,100,0.517459,0.182895192206693,0.4951,0.51582625,0.18287871,0.0778,0.9393,0.8615,0.0639491552263134,-0.404779255181473,0.0182895192206693
"X1173",0.0144374840460597,-2.79928476198983,0.0470122929445594,0.0956462433045513,100,"Simulation 3",1,100,0.51281,0.167048061492748,0.51585,0.513005,0.15908298,0.0308,0.9682,0.9374,-0.0794131514643361,0.0409983749647007,0.0167048061492748
"X1174",0.0197814857681386,-2.28059835351435,0.0489381725002257,0.0718732274906977,100,"Simulation 3",1,100,0.481215,0.211119623027498,0.44905,0.47509375,0.19614798,0.0077,0.9871,0.9794,0.228435109680739,-0.366860320488342,0.0211119623027498
"X1175",0.00560280494263431,-2.33169986036956,0.0432967438075202,0.065721664717724,100,"Simulation 3",1,100,0.499851,0.212019688667888,0.50035,0.49909875,0.22431738,0.0092,0.9411,0.9319,0.0518851581227308,-0.482652558731108,0.0212019688667888
"X1176",-0.0487326928818159,-2.47436232398256,0.0405467010421344,0.0722860743653075,100,"Simulation 3",1,100,0.476646,0.187103095018913,0.4781,0.47701625,0.17583636,0.0118,0.9083,0.8965,-0.0221125837977146,-0.361615191034364,0.0187103095018913
"X1177",-0.075417666209626,-2.23162910935785,0.0482500159574349,0.072073079487563,100,"Simulation 3",1,100,0.475736,0.206779502686589,0.4679,0.47610375,0.17205573,0.0088,0.9337,0.9249,-0.0228093900080242,-0.170146224929736,0.0206779502686589
"X1178",-0.00775231636391587,-2.32219145151448,0.0541403126518212,0.084064211932399,100,"Simulation 3",1,100,0.491709,0.201673500057029,0.4767,0.4918425,0.19696341,0.0163,0.9894,0.9731,0.0622662293036905,-0.21173667762867,0.0201673500057029
"X1179",0.016905104268432,-2.39135473079871,0.0511443409136141,0.0806528121654295,100,"Simulation 3",1,100,0.51471,0.201677494575329,0.52445,0.517785,0.19021758,0.015,0.9847,0.9697,-0.124134043929634,-0.249790643480003,0.0201677494575329
"X1180",0.0611428056437455,-2.99993322562614,0.0380573828512945,0.0836634701681465,100,"Simulation 3",1,100,0.520114,0.160952050717917,0.51445,0.51815125,0.16323426,0.1608,0.9585,0.7977,0.0790021548891728,-0.260356212009615,0.0160952050717917
"X1181",-0.0512721649462524,-2.39284466701543,0.03801513074069,0.0640692106539318,100,"Simulation 3",1,100,0.486156,0.197649032541641,0.4767,0.49464,0.19066236,0.0707,0.9757,0.905,-0.274818399483043,-0.41899558079554,0.0197649032541641
"X1182",0.0529643146053889,-2.83602039941733,0.0271637852643733,0.0539002550583379,100,"Simulation 3",1,100,0.53298,0.1777971855568,0.5417,0.53426375,0.1942206,0.1316,0.9183,0.7867,-0.053266103146069,-0.639644178320994,0.01777971855568
"X1183",-0.0163867059834664,-2.12386591929302,0.0374930660759592,0.0577989934153285,100,"Simulation 3",1,100,0.503855,0.207757956672196,0.48205,0.50287375,0.21964719,0.0167,0.9787,0.962,0.0591613750859761,-0.501645379516868,0.0207757956672196
"X1184",-0.0730390338711745,-2.36508028153838,0.0469985553238803,0.0722279813677838,100,"Simulation 3",1,100,0.471321,0.208118608031793,0.48865,0.46973,0.2342508,0.0274,0.9792,0.9518,0.101077376310387,-0.411095382995855,0.0208118608031793
"X1185",-0.0502387516182814,-2.48910328002514,0.0544456371097772,0.0912301917069287,100,"Simulation 3",1,100,0.514247,0.193766699484955,0.5372,0.5285175,0.17857917,0.012,0.9125,0.9005,-0.58627874042228,-0.0963354958553859,0.0193766699484955
"X1186",-0.0365773083649076,-2.71603216117367,0.0419325336518447,0.0754596294515423,100,"Simulation 3",1,100,0.471981,0.187981317949364,0.44985,0.46547,0.16404969,0.0682,0.9458,0.8776,0.334756529172956,-0.159218593264991,0.0187981317949364
